"MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","LotShape.LandContour.interaction","Garage.interaction","Basement.interaction","Room.size","full.YrSold","QuarterSold","TotalBath","BathToBed","AvgHouseLivArea.ratio","SalePrice"
"20","RL",60,8070,"NA","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,6,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","TA","PConc","Gd","TA","No","GLQ",588,"Unf",0,402,990,"GasA","5","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"3",5,"Typ",0,"NA","NA",1994,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","0.NA","Gd.1",198,200708,3,2,0.333333333333333,0.659665835600466,123600
"60","RL",90,11700,"NA","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",5,5,1968,1968,"Other","CompShg","HdBoard","Shingles","BrkFace",365,"4","TA","CBlock","TA","TA","No","ALQ",384,"Rec",175,143,702,"GasA","4","Y","SBrkr",1041,702,0,1743,0,1,1,2,3,1,"3",7,"Typ",1,"Gd","Attchd",1968,"Unf",2,539,"TA","TA","Y",224,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.1",249,200706,2,4,1,1.16141166813294,175000
"60","RL",66,8738,"NA","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",4,6,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"4","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,975,975,"GasA","5","Y","SBrkr",1005,1286,0,2291,0,0,2,1,4,1,"4",8,"Typ",1,"TA","BuiltIn",1999,"Fin",2,429,"TA","TA","Y",192,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.0",286,200602,1,3,0.75,1.52656002965724,230000
"20","RL",96,12456,"NA","Reg","Lvl","FR2","Gtl","NridgHt","Norm","1Fam","1Story",1,6,2006,2007,"Hip","CompShg","Cement","Cement","Stone",230,"5","TA","PConc","Ex","TA","Gd","GLQ",1172,"Unf",0,528,1700,"GasA","5","Y","SBrkr",1718,0,0,1718,1,0,2,0,3,1,"5",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,786,"TA","TA","Y",216,48,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","3.TA","Ex.1",245,200907,3,3,0.666666666666667,1.14475343996121,337500
"50","RM",58,6380,"NA","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,5,1922,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,993,993,"GasA","3","Y","FuseA",1048,0,0,1048,0,0,1,0,2,1,"3",5,"Typ",1,"Gd","Detchd",1922,"Unf",1,280,"TA","TA","Y",0,0,116,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",210,200608,3,1,0.5,0.698312924958877,113000
"20","RL",73,7100,"NA","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,4,1957,1957,"Gable","CompShg","Shingles","Wd Shng","None",0,"3","TA","CBlock","TA","TA","No","GLQ",708,"Unf",0,108,816,"GasA","3","Y","FuseA",816,0,0,816,1,0,1,0,2,1,"3",5,"Typ",0,"NA","Detchd",1957,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","1.TA","TA.1",163,200607,3,2,0.5,0.543724567525232,129900
"60","RL",96,10542,"NA","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",4,6,1993,1994,"Hip","CompShg","Wd Sdng","Stucco","BrkFace",651,"4","TA","PConc","Gd","TA","Gd","GLQ",1173,"Unf",0,138,1311,"GasA","5","Y","SBrkr",1325,1093,0,2418,1,0,2,1,3,1,"4",9,"Typ",1,"TA","Attchd",1993,"RFn",3,983,"TA","TA","Y",250,154,216,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","3.TA","Gd.1",269,200808,3,4,1,1.61118382876962,341000
"20","RL",76.2763570835871,11500,"NA","IR1","Lvl","CulDSac","Gtl","Edwards","Norm","1Fam","1Story",7,8,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","Gd","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","5","N","SBrkr",845,0,0,845,0,0,1,0,3,1,"3",5,"Typ",0,"NA","Detchd",1957,"Unf",1,290,"TA","TA","N",186,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","1.TA","NA.0",169,200901,1,1,0.333333333333333,0.563048112204438,84000
"60","RL",60,21930,"NA","IR3","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",6,6,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,732,732,"GasA","5","Y","SBrkr",734,1104,0,1838,0,0,2,1,4,1,"3",7,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,372,"TA","TA","Y",100,40,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR3.Lvl","2.TA","Gd.0",263,200607,3,3,0.75,1.22471293518551,192140
"85","RL",54,7244,"NA","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",6,4,1970,1970,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","Gd","CBlock","Gd","TA","Av","ALQ",619,"Unf",0,149,768,"GasA","5","Y","SBrkr",768,0,0,768,1,0,1,0,2,1,"3",5,"Typ",0,"NA","Detchd",1987,"Unf",2,624,"TA","TA","Y",104,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.1",154,200704,2,2,0.5,0.511740769435513,129500
"20","RL",70,7560,"NA","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Gable","CompShg","Brick","Wd Sdng","None",0,"3","TA","CBlock","TA","TA","No","LwQ",369,"Unf",0,671,1040,"GasA","3","Y","FuseA",1040,0,0,1040,0,0,1,0,3,1,"3",6,"Typ",0,"NA","Attchd",1959,"RFn",1,286,"TA","TA","Y",140,0,252,0,0,0,"NA","GdWo","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",173,200607,3,1,0.333333333333333,0.692982291943923,133700
"30","RM",50,6000,"NA","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",7,7,1920,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"3","TA","PConc","TA","TA","No","ALQ",250,"Unf",0,710,960,"GasA","4","Y","FuseA",960,0,0,960,0,0,1,0,2,1,"2",5,"Typ",0,"NA","Detchd",1997,"Unf",1,308,"TA","TA","Y",0,0,168,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",192,200707,3,1,0.5,0.639675961794391,108500
"20","RL",80,10386,"NA","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",3,6,2004,2005,"Gable","CompShg","Cement","Cement","Stone",246,"4","TA","PConc","Gd","TA","No","GLQ",1464,"Unf",0,536,2000,"GasA","5","Y","SBrkr",2000,0,0,2000,1,0,2,0,3,1,"4",8,"Typ",0,"NA","Attchd",2004,"Fin",3,888,"TA","TA","Y",168,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","3.TA","Gd.1",250,200707,3,3,0.666666666666667,1.33265825373831,305900
"20","RL",67,10083,"NA","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",4,6,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","TA","No","GLQ",833,"Unf",0,343,1176,"GasA","5","Y","SBrkr",1200,0,0,1200,1,0,2,0,2,1,"4",5,"Typ",0,"NA","Attchd",2003,"RFn",2,555,"TA","TA","Y",0,41,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.1",240,200908,3,3,1,0.799594952242988,184900
"160","FV",31.0706238384436,2117,"NA","Reg","Lvl","Inside","Gtl","Somerst","Norm","Twnhs","2Story",5,6,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"4","TA","PConc","Gd","TA","No","GLQ",436,"Unf",0,320,756,"GasA","5","Y","SBrkr",769,756,0,1525,0,0,2,1,3,1,"4",5,"Typ",1,"TA","Detchd",2000,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.0",305,200706,2,3,1,1.01615191847546,177000
"50","RH",60,9000,"NA","Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1.5Fin",5,8,1928,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,784,784,"GasA","3","N","FuseA",784,0,0,784,0,0,1,0,2,1,"3",5,"Typ",0,"NA","Detchd",1950,"Unf",2,360,"FaPo","FaPo","N",0,0,91,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.FaPo","Fa.0",157,200910,4,1,0.5,0.522402035465419,76000
"20","RL",67,8777,"NA","Reg","Lvl","Inside","Gtl","Edwards","Feedr","1Fam","1Story",7,6,1949,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","TA","CBlock","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","5","Y","SBrkr",1126,0,0,1126,0,0,2,0,2,1,"4",5,"Typ",0,"NA","Detchd",2002,"Fin",2,520,"TA","TA","N",0,96,0,0,0,0,"NA","MnPrv","NA",0,"WD","Normal","Reg.Lvl","2.TA","NA.0",225,200905,2,2,1,0.750286596854671,108000
"20","RL",70,7560,"NA","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1958,1965,"Hip","CompShg","Brick","Plywood","None",0,"3","TA","CBlock","TA","TA","No","LwQ",504,"Unf",0,525,1029,"GasA","3","Y","SBrkr",1339,0,0,1339,0,0,1,0,3,1,"3",6,"Min1",0,"NA","Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"COD","Abnorml","Reg.Lvl","1.TA","TA.0",223,200905,2,1,0.333333333333333,0.892214700877801,139000
"70","RL",79,11526,"NA","IR1","Bnk","Inside","Mod","Crawfor","Norm","1Fam","2.5Fin",5,4,1922,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","TA","BrkTil","Ex","TA","No","Unf",0,"Unf",0,588,588,"GasA","2","Y","SBrkr",1423,748,384,2555,0,0,2,0,3,1,"3",11,"Min1",1,"Gd","Detchd",1993,"Fin",2,672,"TA","TA","Y",431,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR.Bnk","2.TA","Ex.0",232,200809,3,2,0.666666666666667,1.7024709191507,191000
"70","RL",76.0472607864253,11435,"NA","IR1","HLS","Corner","Mod","Crawfor","Norm","1Fam","2Story",3,4,1929,1950,"Gable","CompShg","Brick","Stucco","None",0,"3","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,792,792,"GasA","2","Y","SBrkr",792,725,0,1517,0,0,1,0,3,1,"4",7,"Typ",2,"Gd","Detchd",1931,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR.HLS","2.TA","Gd.0",217,200606,2,1,0.333333333333333,1.01082128546051,230000
"20","RL",79,10289,"NA","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,4,1965,1965,"Hip","CompShg","MetalSd","MetalSd","BrkFace",168,"3","TA","CBlock","TA","TA","No","ALQ",836,"Unf",0,237,1073,"GasA","3","Y","SBrkr",1073,0,0,1073,1,0,1,1,3,1,"3",6,"Typ",0,"NA","Attchd",1965,"RFn",2,515,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.1",179,200706,2,3,0.666666666666667,0.714971153130606,156000
"20","RL",60,8089,"NA","Reg","HLS","Inside","Gtl","StoneBr","Norm","1Fam","1Story",3,5,2007,2007,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"4","TA","PConc","Gd","TA","Av","GLQ",945,"Unf",0,474,1419,"GasA","5","Y","SBrkr",1419,0,0,1419,1,0,2,0,2,1,"4",7,"Typ",1,"Gd","Attchd",2007,"RFn",2,567,"TA","TA","Y",140,0,0,0,0,0,"NA","NA","NA",0,"New","Partial","Reg.HLS","2.TA","Gd.1",203,200710,4,3,1,0.945521031027334,392000
"80","RL",74.3901783473467,10970,"NA","IR1","Low","Inside","Mod","CollgCr","Norm","1Fam","SLvl",5,5,1978,1978,"Gable","CompShg","Plywood","HdBoard","None",0,"3","TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"GasA","3","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"3",5,"Typ",0,"NA","Detchd",1981,"Unf",2,576,"TA","FaPo","Y",0,0,34,0,0,0,"NA","MnPrv","NA",0,"WD","Normal","IR.Low","2.TA","Gd.1",205,200810,4,2,0.333333333333333,0.683653684167755,147000
"20","RL",70,8400,"NA","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",4,6,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",109,"4","TA","PConc","Gd","TA","Av","GLQ",712,"Unf",0,761,1473,"GasA","5","Y","SBrkr",1484,0,0,1484,1,0,2,0,3,1,"4",7,"Typ",0,"NA","Attchd",2004,"RFn",2,606,"TA","TA","Y",0,35,0,144,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.1",212,201005,2,3,0.666666666666667,0.988832424273829,213000
"20","RL",78,12090,"NA","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",5,5,1981,1981,"Gable","CompShg","MetalSd","MetalSd","BrkFace",210,"3","Gd","CBlock","Gd","TA","No","GLQ",588,"LwQ",228,606,1422,"GasA","3","Y","SBrkr",1422,0,0,1422,0,0,2,0,3,1,"4",7,"Typ",1,"TA","Attchd",1981,"Fin",2,576,"TA","TA","Y",276,0,0,0,0,0,"NA","GdPrv","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.0",203,200806,2,2,0.666666666666667,0.947520018407941,175500
"20","RL",77,8335,"NA","Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",6,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","4","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"3",5,"Min2",1,"Gd","NA",1954,"NA",0,0,"NA","NA","N",0,36,190,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","0.NA","NA.0",225,200604,2,1,0.333333333333333,0.748953938600933,93000
"20","RH",60,7800,"NA","Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1Story",6,6,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","TA","CBlock","TA","TA","No","BLQ",641,"Unf",0,187,828,"GasA","4","Y","SBrkr",965,0,0,965,1,0,1,0,3,1,"3",6,"Typ",0,"NA","Detchd",1979,"Unf",1,300,"TA","TA","Y",421,0,0,0,0,0,"NA","MnPrv","NA",0,"WD","Abnorml","Reg.Lvl","1.TA","TA.1",161,200607,3,2,0.333333333333333,0.643007607428737,119900
"50","RL",65,7804,"NA","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",7,8,1928,1950,"Gable","CompShg","Shingles","Plywood","None",0,"3","TA","BrkTil","TA","TA","No","BLQ",622,"Unf",0,500,1122,"GasA","3","Y","SBrkr",1328,653,0,1981,1,0,2,0,4,1,"4",7,"Min2",2,"TA","Detchd",1981,"Unf",2,576,"TA","TA","Y",431,44,0,0,0,0,"NA","MnPrv","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.1",283,200912,4,3,0.5,1.3199980003278,135000
"20","RL",83.0509421445051,13500,"NA","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","1Story",5,4,1960,1975,"Flat","CompShg","Brick","Plywood","None",0,"3","TA","CBlock","Gd","TA","Gd","BLQ",429,"ALQ",1080,93,1602,"GasA","4","Y","SBrkr",1252,0,0,1252,1,0,1,0,1,1,"3",4,"Typ",1,"Gd","Attchd",1960,"RFn",2,564,"TA","TA","Y",409,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.1",313,200803,1,2,1,0.834244066840185,235000
"50","RL",79,9492,"NA","Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin",6,6,1941,1950,"Gable","CompShg","Shingles","Wd Shng","None",0,"3","TA","CBlock","TA","TA","No","Rec",368,"BLQ",41,359,768,"GasA","3","Y","SBrkr",968,408,0,1376,1,0,1,0,3,1,"3",6,"Typ",1,"Gd","Attchd",1941,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.1",229,200704,2,2,0.333333333333333,0.91686887857196,105000
"50","RM",51,6120,"NA","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",7,4,1935,1995,"Gable","CompShg","Shingles","Shingles","None",0,"3","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","5","Y","SBrkr",989,584,0,1573,0,0,1,0,3,1,"4",6,"Typ",0,"NA","Detchd",1935,"Unf",1,240,"TA","TA","Y",0,0,54,0,120,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",262,200907,3,1,0.333333333333333,1.04813571656518,133000
"80","RL",91.3591735037492,16157,"NA","IR1","Lvl","FR2","Gtl","Veenker","Feedr","1Fam","SLvl",6,4,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"3","TA","PConc","Gd","TA","Gd","ALQ",680,"Rec",391,289,1360,"GasA","5","Y","SBrkr",1432,0,0,1432,1,0,1,1,2,1,"4",5,"Typ",1,"TA","Attchd",1978,"Unf",2,588,"TA","TA","Y",168,180,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.1",286,200706,2,3,1,0.954183309676633,194000
"20","RL",94.2679876803205,17140,"NA","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",7,5,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","TA","CBlock","TA","TA","No","ALQ",1059,"Unf",0,75,1134,"GasA","5","Y","FuseA",1229,0,0,1229,0,0,1,0,3,1,"3",6,"Typ",0,"NA","Attchd",1956,"RFn",1,284,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",205,200904,2,1,0.333333333333333,0.818918496922194,135000
"20","RL",107,11362,"NA","IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",3,6,2004,2005,"Gable","CompShg","MetalSd","MetalSd","Stone",42,"4","TA","PConc","Ex","TA","Mn","GLQ",1039,"Unf",0,797,1836,"GasA","5","Y","SBrkr",1836,0,0,1836,1,0,2,0,3,1,"4",7,"Typ",1,"Gd","Attchd",2004,"Fin",3,862,"TA","TA","Y",125,185,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","3.TA","Ex.1",262,200903,1,3,0.666666666666667,1.22338027693177,280000
