"Id","splines_features"
249,188836.210633185
250,298089.071113059
251,82230.293977562
252,299792.075441788
253,182382.169484844
254,164911.809112463
255,143831.633562641
256,224398.110453347
257,207514.816868004
258,225932.341057447
259,218504.408353211
260,96184.5832513499
261,169018.404546496
262,323170.23405811
263,152551.601028669
264,119586.844576351
265,83937.0195801719
266,172049.688958673
267,187740.542946972
268,205444.810498585
269,98044.7580872809
270,141223.652803245
271,265914.632056045
272,193808.211664769
273,324984.159940568
274,159265.336276915
275,137395.887455016
276,171545.045450658
277,195029.254503392
278,111451.550270373
279,373006.863299414
280,214432.091359985
281,213443.036142817
282,200245.979078204
283,224327.523301904
284,234946.314099212
285,195190.005865524
286,168460.097809172
287,175722.27028267
288,97202.8172464865
289,116233.600549634
290,153303.774952804
291,256373.424106052
292,118716.65517515
293,130923.232134668
294,233641.404722595
295,178006.591781378
296,150592.971043211
297,137665.248691888
298,247290.534024771
299,172497.595496833
300,143360.474735282
301,171291.851813325
302,269160.960051225
303,227758.327574712
304,134040.327979406
305,278170.099693557
306,273843.919666974
307,225936.44297853
308,107295.344700106
309,102972.078972361
310,381702.657195313
311,170338.642247498
312,138443.848646896
313,122318.757124868
314,352968.161255769
315,158876.111849167
316,186218.592120589
317,255584.082918418
318,255815.836026256
319,333382.551727376
320,189753.853167612
321,363841.599801912
322,346001.085176726
323,297736.064813817
324,126480.265957069
325,273168.510083722
326,91422.8090673523
327,330458.96070174
328,151648.95717305
329,142260.336657642
330,97353.4698283179
331,136428.007733508
332,131430.399106837
333,315793.739336457
334,199187.118519451
335,203457.414026356
336,298575.949524481
337,384658.458002231
338,211110.951000839
339,209545.548401568
340,139241.569609359
341,208206.450894402
342,83020.6734375656
343,88906.1580664085
344,280792.862028505
345,88758.6376629091
346,136366.017339526
347,114682.8030408
348,188475.349444707
349,178388.139280294
350,456241.504775439
351,281996.769960326
352,173947.540206651
353,99931.963760632
354,97910.3572702124
355,144631.764135942
356,157443.655061786
357,161112.288022999
358,136206.091315407
359,128852.039261846
360,296457.678550298
361,163158.477330464
362,143798.207769508
363,202840.976714843
364,112564.28560251
365,176423.09637912
366,116304.403669654
367,174318.195433766
368,127848.786310594
369,134372.719762857
370,164625.418406266
371,182884.773142278
372,115066.111244133
373,116192.753498276
374,124243.604058692
375,201140.168214653
376,51207.3080842768
377,148094.830532777
378,279517.378810089
379,361567.903749935
380,180409.572404214
381,152634.354283078
382,202767.059316864
383,199289.863071134
384,90135.0144861925
385,261686.757239904
386,184306.538874456
387,75450.2982648938
388,130351.41663919
389,198905.823910918
390,452519.589375739
391,118980.61829377
392,221537.020309263
393,106069.676185522
394,85638.1373221216
395,111426.774111812
396,132210.166239603
397,130182.278014245
398,142199.373894215
399,66432.0427183277
400,204716.971707386
401,244604.306981486
402,193726.873158291
403,107289.123297924
404,240619.266341444
405,168102.166064656
406,153153.981157833
407,119376.691344156
408,167699.917503073
409,279764.871532659
410,341140.862577703
411,110208.674295795
412,133905.084397966
413,275987.320506346
414,97784.0661125598
415,262248.66951394
416,194445.117876688
417,161088.690206533
418,254899.065599669
419,109368.596639604
420,142758.025991791
421,199921.494429475
422,203465.348498189
423,112084.576371089
424,321335.974729658
425,134104.278364768
426,146837.058358277
427,257255.007083055
428,116036.769675607
429,194151.184125425
430,188923.702327391
431,91008.8152488347
432,96298.0860121419
433,118554.66482955
434,182041.739245846
435,80442.8608724681
436,238033.471643128
437,118772.320558036
438,113962.684745567
439,120589.601777477
440,141075.100296506
441,537961.792138342
442,99954.2463167772
443,167817.135879304
444,199256.188658411
445,210364.255284272
446,150736.349441366
447,193697.193387674
448,195003.570815457
449,133131.560072055
450,119092.871708729
451,103652.250022192
452,246464.606303559
453,207307.111630699
454,205461.662215965
455,139956.101001099
456,164061.402103589
457,131742.223530276
458,215819.291241562
459,146530.913016221
460,114231.789419454
461,234547.234806206
462,151791.118590333
463,117684.213544492
464,195664.990709342
465,118782.239841669
466,174414.486968055
467,156537.653490661
468,164200.708180497
469,242714.883275172
470,164321.330228611
471,211100.95019297
472,199776.131822514
473,113287.537509245
474,339451.07584943
475,260324.415105073
476,138138.179954559
477,227199.62765435
478,386561.721427684
479,297249.043544776
480,95227.0624095767
481,342083.993367014
482,359793.022838749
483,183809.189501325
484,150377.392819692
485,136557.554230324
486,143588.127606475
487,151199.894938998
488,188621.862274295
489,102813.673808232
490,91492.0208713572
491,107325.868310102
492,137001.077743171
493,183870.720338384
494,150288.635480283
495,94024.8459128427
496,54006.2603468441
497,436685.55569471
498,170910.817382715
499,133076.347101741
500,123929.049115931
501,108560.092621479
502,214989.261664447
503,147818.984206275
504,279854.203950305
505,124308.303422261
506,115508.457164857
507,210158.426232867
508,185847.23019832
509,184919.62631273
510,144340.769137999
511,129798.592892333
512,204583.561642547
513,114004.765596275
514,140800.095544072
515,84111.254576974
516,394402.599348305
517,174749.820275188
518,264733.417309347
519,212020.520146126
520,236683.53020526
521,90116.4253822922
522,155140.077779746
523,159510.080186995
524,457925.96346576
525,304509.848439068
526,187325.401324633
527,130052.955325095
528,458883.342974457
529,80979.4967055426
530,192938.103432079
531,176553.580556163
532,127737.377254913
533,102883.353051466
534,47766.2835499141
535,187918.629449906
536,130212.689239564
537,202738.740153297
538,113939.692676048
539,137875.175636502
540,239283.681060931
541,343204.356993574
542,255423.258955011
543,194461.771480487
544,129786.201216187
545,208019.264604475
546,218575.971166164
547,184987.400423055
548,127733.796540674
549,108691.415501833
550,230190.307644313
551,129828.933939162
552,111656.022359976
553,261739.911805039
554,105329.317405016
555,272125.091159642
556,110170.093451102
557,134017.420210682
558,70847.7308244275
559,201371.057727756
560,197971.395458835
561,153166.794827997
562,163640.00132154
563,108042.02497051
564,153870.555741794
565,272804.809860273
566,116907.59731716
567,344526.819658422
568,209185.859480295
569,296643.523041395
570,145086.838092686
571,145717.641543033
572,118202.240521594
573,214035.221603971
574,173042.635872521
575,118644.87923499
576,115520.051195713
577,142681.000291399
578,159373.779734549
579,162951.087264505
580,129558.26719346
581,182681.169886661
582,344274.290801576
583,105376.401299775
584,273273.871117419
585,142063.26255382
586,337753.057647139
587,125109.82158211
588,127453.97596058
589,251003.358567533
590,109932.912969708
591,192697.390337241
592,466021.656977745
593,138269.907979325
594,131821.674746184
595,115325.255441535
596,336449.069157174
597,113171.09379806
598,241081.701027166
599,224799.446993826
600,143006.880748993
601,279010.415090123
602,132024.896850252
603,216669.289389977
604,156250.231122668
605,217283.518683688
606,190328.284415302
607,151037.682950185
608,201508.018646072
609,302498.147707231
610,106455.682948157
611,328659.693342653
612,140799.498869229
613,254935.671556873
614,131966.239779662
615,80863.2246502638
616,146428.135601953
617,187774.28371285
618,110814.949862482
619,303315.639256083
620,307315.157524445
621,74497.4061842347
622,246947.928712804
623,132192.379305055
624,175514.195523303
625,169452.165755716
626,145559.536715995
627,121827.591109452
628,165001.882598952
629,179596.752858294
630,173752.348732903
631,99336.5413745299
632,231520.079429574
633,176341.987638675
634,137485.17746283
635,136912.398396555
636,161924.729639884
637,58109.7912814728
638,111779.091948986
639,96689.9490872531
640,264531.629824561
641,272238.988340505
642,243221.18585696
643,393516.93120942
644,125109.746887331
645,361313.236195285
646,137968.429778229
647,106686.216992623
648,140119.276908299
649,152005.761546916
650,77222.7779776732
651,205312.160920009
652,92801.4593839966
653,187621.026847746
654,143653.2161416
655,337157.011204067
656,102055.927716072
657,146779.713591534
658,167471.736882218
659,115301.429276076
660,180689.196396315
661,200774.639522431
662,397391.434547435
663,137906.232335787
664,135322.09469409
665,393286.773378899
666,222811.099606963
667,131521.63745784
668,207469.502362452
669,170887.807670206
670,115157.466820337
671,175065.787927816
672,110246.536154339
673,179891.633228842
674,266164.338232435
675,148575.868048876
676,141758.886536101
677,120480.005944481
678,93995.829411645
679,317114.262533505
680,127243.218804452
681,118626.693345669
682,112594.396069111
683,186965.594440404
684,274383.126345221
685,218370.018596086
686,204255.087400019
687,227909.306711087
688,157034.643618675
689,272060.68597255
690,200351.455140428
691,145663.270078925
692,476353.893463511
693,296320.915298135
694,86997.1708206903
695,130125.122268159
696,160335.681193374
697,85378.3819025768
698,142719.151160551
699,122659.920417494
700,201165.26702471
701,297624.838222385
702,144442.387687283
703,370489.805387763
704,123642.951459187
705,208157.461687285
706,84458.6218233002
707,286169.001704034
708,211920.950757409
709,189152.833633912
710,103754.967251332
711,82147.7173489535
712,67325.9952478812
713,204871.854823017
714,120117.549782989
715,182285.058199664
716,146740.35128514
717,181884.70585854
718,145508.142400309
719,328441.971374621
720,139577.540805086
721,238332.795819499
722,133777.358646822
723,121699.854467938
724,145383.692141611
725,298489.274071217
726,111811.948263421
727,255169.557177429
728,195522.052955124
729,147219.56089677
730,105803.312907403
731,247059.920714622
732,192564.376842776
733,222904.222107995
734,133169.606490261
735,109207.032747345
736,144485.824324624
737,87537.8599432705
738,227211.458487035
739,114939.382317857
740,192372.822166016
741,107345.677977071
742,128826.654945185
743,182987.848067371
744,157075.127912934
745,219999.121870956
746,351069.013800251
747,222242.666911267
748,235828.951427447
749,241313.688130675
750,85482.1426055839
751,85519.2420433463
752,159236.101685294
753,207016.065033761
754,290429.806043465
755,153568.081804201
756,170690.694501969
757,209142.773095903
758,150827.157213176
759,174744.785742092
760,300319.865714334
761,120745.885188424
762,113151.539502196
763,222335.676896396
764,327566.534382074
765,270352.137797239
766,253612.010137641
767,179749.864389187
768,158035.186560715
769,216553.538023546
770,507891.65529814
771,131954.359011759
772,117688.204896963
773,127684.134460443
774,111264.471884462
775,279560.037849901
776,155050.73510031
777,233356.387890829
778,127270.896621944
779,139558.131370609
780,155554.482180743
781,166942.047151016
782,177632.75258867
783,190767.993682191
784,154881.633377306
785,114305.200019831
786,177371.885616507
787,125146.426040694
788,221945.799536832
789,109444.220194794
790,214245.275668093
791,165784.388425804
792,145084.767864496
793,261675.16461819
794,214771.970701873
795,194697.730894532
796,171772.766165711
797,147206.827823242
798,96480.9559106242
799,455295.143948681
800,162270.123355333
801,212977.085509978
802,128497.752781992
803,192219.243595111
804,468899.895986181
805,100120.115555292
806,226211.22643522
807,127792.324249433
808,198313.502542165
809,128627.961517915
810,128094.371059494
811,233739.294183796
812,155582.864398275
813,80735.4231055864
814,163957.091335762
815,122076.997488883
816,209338.896209624
817,126827.189819137
818,249724.914004833
819,159538.913960585
820,225110.192911754
821,190915.81188463
822,96273.6470859271
823,184819.757709598
824,142680.804813725
825,232796.337960667
826,407585.351134997
827,95612.7429181496
828,200332.559672828
829,174577.41764938
830,159086.504129326
831,172998.58552043
832,158134.346759746
833,230994.366080711
834,161157.349277819
835,134503.037241292
836,132176.013677664
837,141083.960052144
838,98415.2116882516
839,152495.982788596
840,126045.486776478
841,149933.274438868
842,159611.061614361
843,176275.820239274
844,118482.745313872
845,132017.813214697
846,176751.613786058
847,206867.007917449
848,132514.422659278
849,235364.870178967
850,194578.271630849
851,136311.859439769
852,195110.149386632
853,180842.908867555
854,174785.848100323
855,172292.885552988
856,151454.563419916
857,144320.833280554
858,159534.953437466
859,144593.691657526
860,236962.166683337
861,174083.512396631
862,132383.005594657
863,144149.972958125
864,139490.663114715
865,205199.795968526
866,137534.701457367
867,243939.037021292
868,134729.723294278
869,157812.058558545
870,230335.281928086
871,101997.179155075
872,186422.770308528
873,118691.836629634
874,130319.55642365
875,96690.2493464409
876,330978.459480674
877,135280.90333517
878,361786.644175044
879,147895.317616072
880,142442.285124184
881,158553.888893021
882,198067.118394047
883,172711.651776737
884,120091.133328357
885,111426.448193128
886,252596.135171806
887,161524.705827723
888,144928.29763273
889,283259.782482427
890,167467.96065544
891,116109.317586166
892,161424.847270257
893,149566.946110523
894,148041.041949797
895,107821.491339563
896,162430.192419226
897,88951.434506627
898,121373.89429618
899,489934.546425197
900,134303.284695088
901,116534.367539264
902,153457.571341411
903,181931.777390645
904,243356.170774843
905,121843.971473562
906,122324.911675845
907,270235.939367483
908,217797.631216854
909,125397.728086833
910,178643.245076352
911,165457.632170885
912,162444.245529783
913,108735.086327763
914,178914.879180187
915,172602.463201365
916,87882.1343447295
917,37281.7713251012
918,133523.327417563
919,275622.509604976
920,207076.23499683
921,187049.197236403
922,134585.981070231
923,184592.004291963
924,188924.497561938
925,197530.491849341
926,154534.94173848
927,302949.808290699
928,175670.747633653
929,248830.475098388
930,208662.873051836
931,215825.920433885
932,120192.646716502
933,303654.115545593
934,192875.748411876
935,238055.587152566
936,110269.758569923
937,183959.903443982
938,227710.085164856
939,240531.089541514
940,234689.374866342
941,168433.23182278
942,208247.478966943
943,143599.840331616
944,130903.313731729
945,176993.413777778
946,138106.302048297
947,135888.205837223
948,254703.53569031
949,200110.920370853
950,174592.111008677
951,138017.649332087
952,117219.918839689
953,135779.904341049
954,159097.141682524
955,136225.238996754
956,189951.80328767
957,126985.11717938
958,130053.859039606
959,196816.713169307
960,168893.913223082
961,116574.787444573
962,270413.372403895
963,152874.061977797
964,269653.034993199
965,219715.338309598
966,178846.309112618
967,149845.136445061
968,133891.439917315
969,69895.9024842952
970,120859.579886564
971,84618.8178568817
972,165508.561060778
973,127085.566191599
974,206835.325112645
975,167799.734970774
976,174120.045980322
977,93551.3417673901
978,196339.64135822
979,102569.185895626
980,139327.643891893
981,193895.731008541
982,334883.389264941
983,183727.94284273
984,242405.217456824
985,119885.47193736
986,128970.096071085
987,127911.897085381
988,396537.143741562
989,175223.181723635
990,203616.949038027
991,309565.982615054
992,152983.729811795
993,192704.722168297
994,181082.756107431
995,344599.998017008
996,129690.973300642
997,137367.151603769
998,159094.070269687
999,79775.752450236
1000,193932.616179959
1001,84776.0452002103
1002,94689.0134129815
1003,220819.13799828
1004,152622.825872356
1005,190000.124510364
1006,150435.544505662
1007,160140.826807171
1008,88202.8387406176
1009,231779.259565728
1010,105893.697671466
1011,126696.236572192
1012,96405.7811570886
1013,169935.88768239
1014,89295.1780687925
1015,115355.743121106
1016,204127.967317517
1017,218403.268874293
1018,192283.441348626
1019,162050.856835371
1020,200079.094868314
1021,149989.615771159
1022,200384.134980857
1023,106708.691469569
1024,188385.329939775
1025,340402.186763709
1026,123513.471203443
1027,138575.711317374
1028,288151.767173131
1029,114038.446938512
1030,116249.998030666
1031,127754.786850217
1032,232191.048000829
1033,336124.058650636
1034,239290.176617529
1035,128834.200173796
1036,84195.418072228
1037,321194.600295657
1038,238124.999623592
1039,94473.740017462
1040,79153.9744981707
1041,139463.368114226
1042,167518.345068583
1043,201696.507229548
1044,251925.67253984
1045,320480.005044227
1046,140911.907525033
1047,454172.217117788
1048,149032.877815239
1049,120144.921698658
1050,100301.918611592
1051,185184.500386392
1052,193817.34670544
1053,158480.897195844
1054,152321.282906635
1055,251403.458924126
1056,165284.330605821
1057,212647.851192776
1058,233352.74881445
1059,361013.805788582
1060,206053.055016597
1061,215831.483184684
1062,74884.0108748257
1063,122085.480634966
1064,106164.408945258
1065,152202.404978329
1066,288229.862199739
1067,180654.964787075
1068,184149.483916924
1069,173842.785564987
1070,125951.190459791
1071,133383.310268885
1072,151368.65287644
1073,147609.669802278
1074,136773.932873493
1075,185211.296496609
1076,187667.25288805
1077,176998.19606767
1078,129907.307127211
1079,140282.608197278
1080,137031.67523899
1081,170206.086873561
1082,122201.886308544
1083,192798.013952164
1084,153833.264318999
1085,182120.309492559
1086,163515.355337407
1087,95220.9849997274
1088,260896.961589856
1089,128562.10948042
1090,201597.182749548
1091,82725.1463993717
1092,168387.187411748
1093,169253.208630145
1094,167050.133866403
1095,133599.624244647
1096,177092.505424388
1097,118914.278456562
1098,165310.491542809
1099,116741.651635252
1100,162480.354243732
1101,49266.6901170216
1102,117058.367716643
1103,124514.797482871
1104,148859.251127626
1105,107900.352809231
1106,355721.189564057
1107,187261.96060458
1108,242937.689339969
1109,169155.416185195
1110,311023.714469048
1111,184973.662160371
1112,187609.073217869
1113,126015.055971202
1114,132427.887091768
1115,120664.183826486
1116,333380.514099265
1117,192208.695076396
1118,130542.821268413
1119,130663.134868793
1120,132588.677746168
1121,102846.528012909
1122,228117.549902741
1123,86499.784502701
1124,107574.295969993
1125,167965.962312465
1126,102149.735885168
1127,202329.861896704
1128,230817.633791732
1129,204252.415373818
1130,130380.362071104
1131,137555.733811256
1132,116754.790642465
1133,135483.396445955
1134,229210.901328387
1135,175350.26970846
1136,104007.965395762
1137,116333.781938398
1138,87151.7861768285
1139,223009.757291876
1140,103660.787574718
1141,128716.720472564
1142,184849.721689216
1143,416349.303537388
1144,97764.2091116245
1145,85987.4294874621
1146,128094.039180039
1147,178205.425118465
1148,184812.955088239
1149,119131.585261496
1150,154851.793183296
1151,113015.528843921
1152,154078.645120172
1153,233920.743292867
1154,117093.463969623
1155,209376.981024367
1156,219753.812375969
1157,183042.536681143
1158,205062.208189432
1159,211614.969607148
1160,190947.506718185
1161,131812.922369127
1162,236237.879520521
1163,121132.724773272
1164,120074.545081767
1165,212523.76930772
1166,217371.805237785
1167,234780.922217583
1168,193500.110661174
1169,187769.156881754
1170,507482.442843895
1171,152951.315018862
1172,167133.190796092
1173,159329.437480574
1174,228027.659709513
1175,228724.21880623
1176,333761.983287645
1177,123794.209329753
1178,115941.080307489
1179,134043.801508728
1180,95922.1566815625
1181,244052.971983672
1182,285298.485233735
1183,353164.109528176
1184,135165.650145883
1185,215983.56445092
1186,120423.418128704
1187,107562.165750396
1188,277308.510624973
1189,186978.423812849
1190,185579.409644144
1191,195055.02024325
1192,180886.865125716
1193,119176.135170764
1194,158020.225377117
1195,157769.540478956
1196,166921.151332738
1197,216024.462494996
1198,149348.053737898
1199,174377.870002751
1200,143095.632119118
1201,108106.829739803
1202,197838.73390428
1203,126502.112527534
1204,200487.979775615
1205,141460.79335812
1206,267217.337416253
1207,120589.594124571
1208,214643.09698022
1209,140267.396446354
1210,285934.739247503
1211,199776.216978332
1212,222559.333169358
1213,85719.1671372339
1214,134782.610656562
1215,127331.496985992
1216,112646.684040862
1217,127146.227766974
1218,231469.62243631
1219,81139.6693986313
1220,87296.976117936
1221,104020.925310766
1222,126989.128534614
1223,155205.015330508
1224,145904.483250334
1225,191564.215647652
1226,143486.142173233
1227,234272.896294852
1228,157107.849636156
1229,358003.932974697
1230,132511.343304641
1231,201117.152849116
1232,147875.391542696
1233,93246.6050190099
1234,130944.37023408
1235,109939.721550263
1236,146500.988194455
1237,160111.204190128
1238,195680.878769166
1239,132553.201152743
1240,237010.252398098
1241,202372.616120498
1242,251601.477330589
1243,154432.918877835
1244,444354.599529925
1245,228825.762034764
1246,207173.272987386
1247,204499.90759065
1248,136333.065461886
1249,109949.798160198
1250,121703.192608644
1251,273010.95550362
1252,194052.261893697
1253,108060.650966338
1254,278107.826018161
1255,181671.179420978
1256,132384.584575534
1257,302747.431609012
1258,91588.2207230957
1259,186437.135420733
1260,153199.158071417
1261,192621.035988096
1262,127406.197551091
1263,143482.914072929
1264,162277.4091133
1265,154060.659363056
1266,176097.981001703
1267,124270.118184616
1268,319812.069733868
1269,427528.182471296
1270,133473.872610539
1271,239800.683101124
1272,169366.745678889
1273,126215.79527041
1274,167473.382689055
1275,164507.123019199
1276,130284.030399818
1277,165787.776764046
1278,189021.895481489
1279,240365.243289703
1280,61415.660848068
1281,211854.734592038
1282,204358.259058845
1283,145031.240274467
1284,129749.593398738
1285,180017.156120549
1286,140842.165799275
1287,144386.259197934
1288,177885.918823013
1289,259694.404107803
1290,283704.434622227
1291,155261.15132897
1292,119079.541018704
1293,127413.219884387
1294,174097.027713618
1295,114583.183767619
1296,126192.363999101
1297,152563.409588854
1298,139201.53838573
1299,202263.713544798
1300,170035.300904068
1301,229328.775568194
1302,169121.790983243
1303,323061.796228624
1304,225371.175066046
1305,129748.503070132
1306,350659.174992565
1307,199508.901779157
1308,145039.366786269
1309,137651.805035466
1310,169081.553352454
1311,311767.330446807
1312,201861.104889343
1313,356334.92770495
1314,328148.831171315
1315,117588.188710189
1316,189078.576491066
1317,261117.74945312
1318,205352.556074133
1319,265970.62525082
1320,105383.396263294
1321,164024.408918893
1322,77236.8571997591
1323,228091.47809654
1324,92268.608274733
1325,287086.384023598
1326,75365.5844566007
1327,85413.7515025317
1328,145060.029549247
1329,210979.523996785
1330,182258.568794717
1331,250313.666561347
1332,132289.298485648
1333,109671.760999548
1334,133541.413718075
1335,107881.731344123
1336,163734.620092397
1337,142479.797478413
1338,66604.4574396749
1339,217467.763284614
1340,130685.549458083
1341,123293.788890193
1342,153994.956868014
1343,235589.656262746
1344,160485.990503047
1345,193295.432945399
1346,97764.0457609491
1347,250395.770332046
1348,289712.276351868
1349,223921.410685051
1350,114927.745313373
1351,215474.892142277
1352,169345.198219211
1353,145243.790207327
1354,390096.984030865
1355,228453.010626333
1356,189709.553025858
1357,108274.76354428
1358,165183.324734669
1359,172842.304689353
1360,355313.245694643
1361,223141.773245009
1362,293575.224518538
1363,117773.858965412
1364,171268.447808267
1365,144365.129340361
1366,210355.107996571
1367,190871.319508856
1368,128428.345370234
1369,133843.847514748
1370,239041.60647986
1371,117672.709775998
1372,172721.503703905
1373,257372.133504377
1374,546587.872794937
1375,241870.371656751
1376,236009.376603489
1377,90464.701601324
1378,129388.429484313
1379,95763.3969795414
1380,156848.777478355
1381,81525.4417330187
1382,240151.042854836
1383,145748.697543861
1384,139977.44156582
1385,110078.781575349
1386,114278.905850001
1387,393406.943888532
1388,152002.028753065
1389,369697.1833802
1390,134684.349058731
1391,218485.976566319
1392,128908.091164603
1393,130191.654223693
1394,152838.026037612
1395,228421.184055334
1396,278273.649215353
1397,136455.854961765
1398,143784.550694273
1399,137160.00460497
1400,153543.06580659
1401,119001.976531968
1402,195705.260369598
1403,193398.262165592
1404,247616.015793614
1405,94517.616558609
1406,311905.139905623
1407,137079.890676587
1408,106644.609518396
1409,114032.792217116
1410,199592.058171371
1411,208369.371875004
1412,160742.220792123
1413,88858.1265175473
1414,247463.737520192
1415,166213.820542275
1416,220745.158580775
1417,130937.486093443
1418,323165.883067479
1419,133846.197791629
1420,227411.380148161
1421,168617.741217225
1422,139435.710424241
1423,133491.981180994
1424,185127.556735761
1425,133055.076838848
1426,144473.247887735
1427,261276.941909151
1428,130610.620664753
1429,105737.582168321
1430,186616.343841751
1431,171558.29864728
1432,127686.461043233
1433,101226.576679673
1434,176243.802096211
1435,151895.536603281
1436,162592.196621241
1437,115182.295205259
1438,355734.50570394
1439,139492.717557086
1440,195711.059235155
1441,236518.514481922
1442,137610.946660237
1443,383027.201391633
1444,96174.7932434512
1445,187016.888866468
1446,126667.506255811
1447,145967.70338799
1448,241708.516195447
1449,99996.0616524004
1450,85173.9615060955
1451,121288.236271206
1452,248342.723460874
1453,107477.577112869
1454,124361.820436017
1455,190906.802549293
1456,182136.471245178
1457,216730.332855821
1458,243911.841426979
1459,143447.244431649
1460,149231.110696404
